LONGITUDE,LATITUDE,res,faults,dem,mag,grav,geol,deposit
140.10310881563038,-32.632414525888635,2.2751,0.21663279133563162,306.6245422363281,-140.26358032226562,-25.86721420288086,Crustal element Adelaide,0
133.0419963609151,-30.767170303635393,2.0712,0.9282440012996382,158.7706298828125,511.03009033203125,-29.210525512695312,"Christie, Fowler, Wilgena, Nuyts, Mount Woods",0
141.04796825894888,-28.828904193579955,1.9451,0.39258825290352467,,,,-9999,0
137.46349182027538,-31.736534364905232,2.1306,0.469731808383768,46.971923828125,390.93621826171875,-21.530317306518555,Gawler Range Volcanics Domain,0
130.225140734668,-36.61995232533126,-0.5217,4.125121218835874,0.0,0.0,0.0,-9999,0
134.55208831120186,-36.94328016213942,-0.5726,1.5021730790200842,0.0,0.0,0.0,-9999,0
141.12634066962585,-33.93794560149831,1.8230000000000002,0.31399065109381746,,,,-9999,0
141.27262351668162,-33.187532261965416,1.9407,0.30215990215026894,,,,-9999,0
141.1039044657785,-27.28287792897425,1.992,0.10492248753419625,,,,-9999,0
140.01564565784025,-26.952892639774056,1.9913,0.1756859180768622,40.895729064941406,-92.2026596069336,-21.609657287597656,Crustal element Thomson,0
133.16867180213194,-32.16342709617111,2.8571,1.1665420957514079,0.0,56.7136116027832,-56.476436614990234,Nuyts Domain,0
134.86574918117316,-37.68240049057328,-0.5675,1.953335301030275,0.0,0.0,0.0,-9999,0
131.93506623587982,-37.214055953447804,-0.5275,3.8700847618101015,0.0,0.0,0.0,-9999,0
130.97272315558894,-37.09857576941223,-0.5227,4.106530291409448,0.0,0.0,0.0,-9999,0
